event_id,user_id,firm_id,event_type,event_timestamp,session_id
E000138,U0012,F025,invite_teammate,2025-07-03 17:26:21,SU0012_0
E000139,U0012,F025,invite_teammate,2025-07-16 14:37:20,SU0012_13
E000140,U0012,F025,open_engagement,2025-07-09 03:55:50,SU0012_6
E000141,U0012,F025,review_workpaper,2025-07-10 16:08:58,SU0012_7
E000142,U0012,F025,invite_teammate,2025-07-04 02:56:29,SU0012_1
E000143,U0013,F011,export_report,2026-02-26 04:35:40,SU0013_2
E000144,U0013,F011,open_engagement,2026-03-04 22:43:50,SU0013_8
E000145,U0013,F011,invite_teammate,2026-03-16 21:18:44,SU0013_20
E000146,U0013,F011,upload_workpaper,2026-03-13 11:50:22,SU0013_17
E000147,U0013,F011,upload_workpaper,2026-03-08 21:45:01,SU0013_12
E000148,U0013,F011,upload_workpaper,2026-03-12 10:44:12,SU0013_16
E000149,U0013,F011,invite_teammate,2026-03-10 18:24:23,SU0013_14
E000150,U0013,F011,upload_workpaper,2026-03-15 15:39:47,SU0013_19
E000151,U0013,F011,review_workpaper,2026-02-27 04:09:56,SU0013_3
E000152,U0013,F011,export_report,2026-03-23 23:50:14,SU0013_27
E000153,U0013,F011,open_engagement,2026-03-16 20:04:24,SU0013_20
E000154,U0013,F011,open_engagement,2026-03-19 07:49:43,SU0013_23
E000155,U0013,F011,invite_teammate,2026-03-09 16:26:26,SU0013_13
E000156,U0013,F011,upload_workpaper,2026-03-24 08:19:09,SU0013_28
E000157,U0013,F011,upload_workpaper,2026-03-09 12:20:24,SU0013_13
E000158,U0013,F011,login,2026-03-22 16:30:41,SU0013_26
E000159,U0013,F011,export_report,2026-03-08 15:08:44,SU0013_12
E000160,U0013,F011,review_workpaper,2026-03-19 03:27:43,SU0013_23
E000161,U0013,F011,open_engagement,2026-03-06 15:32:16,SU0013_10
E000162,U0013,F011,login,2026-03-06 09:16:48,SU0013_10
E000163,U0014,F019,invite_teammate,2026-06-23 17:16:03,SU0014_2
E000164,U0014,F019,open_engagement,2026-06-22 03:19:17,SU0014_1
E000165,U0014,F019,invite_teammate,2026-06-22 03:23:39,SU0014_1
E000166,U0014,F019,review_workpaper,2026-06-27 03:30:56,SU0014_6
E000167,U0014,F019,login,2026-06-26 04:44:14,SU0014_5
E000168,U0014,F019,login,2026-06-29 02:11:01,SU0014_8
E000169,U0014,F019,export_report,2026-06-29 12:00:07,SU0014_8
E000170,U0014,F019,review_workpaper,2026-06-22 14:57:25,SU0014_1
E000171,U0014,F019,login,2026-06-26 15:23:55,SU0014_5
E000172,U0014,F019,review_workpaper,2026-06-21 10:28:20,SU0014_0
E000173,U0014,F019,open_engagement,2026-06-26 03:46:19,SU0014_5
E000174,U0014,F019,upload_workpaper,2026-06-24 05:38:00,SU0014_3
E000175,U0014,F019,login,2026-06-28 08:09:52,SU0014_7
E000176,U0014,F019,export_report,2026-06-22 12:44:50,SU0014_1
E000177,U0014,F019,open_engagement,2026-06-29 13:22:56,SU0014_8
E000178,U0014,F019,review_workpaper,2026-06-22 10:08:32,SU0014_1
E000179,U0014,F019,invite_teammate,2026-06-27 20:25:26,SU0014_6
E000180,U0014,F019,open_engagement,2026-06-29 00:57:21,SU0014_8
E000181,U0014,F019,login,2026-06-25 01:03:14,SU0014_4
E000182,U0014,F019,review_workpaper,2026-06-23 09:56:58,SU0014_2
E000183,U0014,F019,upload_workpaper,2026-06-25 12:22:21,SU0014_4
E000184,U0014,F019,open_engagement,2026-06-26 00:13:20,SU0014_5
E000185,U0014,F019,login,2026-06-23 05:12:56,SU0014_2
E000186,U0014,F019,export_report,2026-06-27 02:32:00,SU0014_6
E000187,U0014,F019,invite_teammate,2026-06-23 23:03:11,SU0014_2
E000188,U0014,F019,review_workpaper,2026-06-21 03:20:26,SU0014_0
E000189,U0014,F019,open_engagement,2026-06-29 07:49:57,SU0014_8
E000190,U0014,F019,open_engagement,2026-06-27 15:17:08,SU0014_6
E000191,U0014,F019,upload_workpaper,2026-06-28 12:24:41,SU0014_7
E000192,U0014,F019,upload_workpaper,2026-06-23 13:28:23,SU0014_2
E000193,U0014,F019,export_report,2026-06-25 11:48:37,SU0014_4
E000194,U0014,F019,invite_teammate,2026-06-22 01:54:55,SU0014_1
E000195,U0014,F019,export_report,2026-06-23 05:43:52,SU0014_2
E000196,U0014,F019,login,2026-06-22 09:54:25,SU0014_1
E000197,U0014,F019,login,2026-06-28 15:26:16,SU0014_7
E000198,U0014,F019,export_report,2026-06-28 22:06:10,SU0014_7
E000199,U0014,F019,invite_teammate,2026-06-28 15:04:47,SU0014_7
E000200,U0014,F019,export_report,2026-06-25 07:50:55,SU0014_4
E000201,U0014,F019,invite_teammate,2026-06-29 04:08:38,SU0014_8
E000202,U0014,F019,invite_teammate,2026-06-26 15:39:09,SU0014_5
E000203,U0014,F019,review_workpaper,2026-06-22 10:18:45,SU0014_1
E000204,U0014,F019,invite_teammate,2026-06-29 11:13:45,SU0014_8
E000205,U0014,F019,upload_workpaper,2026-06-21 08:01:43,SU0014_0
E000206,U0014,F019,invite_teammate,2026-06-27 21:49:14,SU0014_6
E000207,U0014,F019,invite_teammate,2026-06-21 00:16:47,SU0014_0
E000208,U0014,F019,invite_teammate,2026-06-24 10:58:27,SU0014_3
E000209,U0014,F019,login,2026-06-24 04:59:47,SU0014_3
E000210,U0014,F019,upload_workpaper,2026-06-25 10:32:18,SU0014_4
E000211,U0014,F019,upload_workpaper,2026-06-26 04:22:06,SU0014_5
E000212,U0014,F019,export_report,2026-06-21 18:06:33,SU0014_0
E000213,U0015,F016,invite_teammate,2025-12-31 04:42:12,SU0015_89
E000214,U0015,F016,open_engagement,2026-04-15 19:23:26,SU0015_194
E000215,U0015,F016,review_workpaper,2026-01-28 18:12:50,SU0015_117
E000216,U0015,F016,review_workpaper,2026-04-02 02:37:27,SU0015_181
E000217,U0015,F016,upload_workpaper,2026-04-24 01:32:24,SU0015_203
E000218,U0015,F016,review_workpaper,2026-05-14 00:40:56,SU0015_223
E000219,U0015,F016,invite_teammate,2026-05-26 02:50:05,SU0015_235
E000220,U0015,F016,invite_teammate,2026-03-12 20:57:45,SU0015_160
E000221,U0015,F016,login,2026-05-10 20:52:36,SU0015_219
E000222,U0015,F016,invite_teammate,2026-04-28 23:18:24,SU0015_207
E000223,U0015,F016,invite_teammate,2026-05-04 10:32:27,SU0015_213
E000224,U0015,F016,upload_workpaper,2025-11-30 14:44:48,SU0015_58
E000225,U0015,F016,invite_teammate,2025-10-13 11:49:28,SU0015_10
E000226,U0015,F016,login,2025-12-29 22:30:18,SU0015_87
E000227,U0015,F016,open_engagement,2026-05-26 13:10:28,SU0015_235
E000228,U0015,F016,upload_workpaper,2025-11-17 15:54:00,SU0015_45
E000229,U0015,F016,open_engagement,2025-11-26 08:51:31,SU0015_54
E000230,U0015,F016,upload_workpaper,2026-05-14 21:26:24,SU0015_223
E000231,U0015,F016,export_report,2026-04-26 19:04:36,SU0015_205
E000232,U0015,F016,review_workpaper,2025-11-12 14:24:33,SU0015_40
E000233,U0015,F016,export_report,2026-03-10 12:21:40,SU0015_158
E000234,U0015,F016,invite_teammate,2026-01-24 12:07:35,SU0015_113
E000235,U0015,F016,open_engagement,2025-12-28 02:46:51,SU0015_86
E000236,U0015,F016,invite_teammate,2026-06-21 23:03:18,SU0015_261
E000237,U0015,F016,review_workpaper,2025-11-30 19:19:07,SU0015_58
E000238,U0015,F016,upload_workpaper,2026-06-21 07:03:35,SU0015_261
E000239,U0015,F016,review_workpaper,2026-03-30 12:46:59,SU0015_178
E000240,U0015,F016,login,2025-12-17 08:36:08,SU0015_75
E000241,U0015,F016,review_workpaper,2025-11-24 05:19:54,SU0015_52
E000242,U0015,F016,login,2026-02-11 07:10:56,SU0015_131
E000243,U0015,F016,review_workpaper,2025-12-30 21:55:57,SU0015_88
E000244,U0015,F016,login,2025-12-20 23:51:58,SU0015_78
E000245,U0015,F016,open_engagement,2025-11-10 06:26:58,SU0015_38
E000246,U0015,F016,invite_teammate,2026-06-12 16:53:31,SU0015_252
E000247,U0015,F016,invite_teammate,2026-05-20 20:33:09,SU0015_229
E000248,U0015,F016,export_report,2026-03-17 22:50:10,SU0015_165
E000249,U0015,F016,invite_teammate,2026-03-13 05:29:46,SU0015_161
E000250,U0015,F016,upload_workpaper,2026-05-16 02:29:10,SU0015_225
E000251,U0015,F016,review_workpaper,2026-05-31 16:06:01,SU0015_240
E000252,U0015,F016,export_report,2026-03-07 10:00:02,SU0015_155
E000253,U0015,F016,upload_workpaper,2025-10-31 12:48:49,SU0015_28
E000254,U0015,F016,upload_workpaper,2026-06-19 02:42:04,SU0015_259
E000255,U0015,F016,login,2026-03-10 16:48:41,SU0015_158
E000256,U0015,F016,invite_teammate,2026-05-22 01:22:09,SU0015_231
E000257,U0015,F016,open_engagement,2025-11-01 13:25:31,SU0015_29
E000258,U0015,F016,open_engagement,2026-02-26 02:47:37,SU0015_146
E000259,U0015,F016,export_report,2025-11-18 22:23:30,SU0015_46
E000260,U0015,F016,open_engagement,2026-06-19 13:59:54,SU0015_259
E000261,U0015,F016,review_workpaper,2026-05-27 21:07:44,SU0015_236
E000262,U0015,F016,open_engagement,2025-10-24 16:22:27,SU0015_21
E000263,U0015,F016,export_report,2026-01-07 11:42:23,SU0015_96
E000264,U0015,F016,open_engagement,2026-06-03 18:15:15,SU0015_243
E000265,U0015,F016,review_workpaper,2025-12-19 02:15:09,SU0015_77
E000266,U0015,F016,login,2026-05-21 03:46:06,SU0015_230
E000267,U0015,F016,export_report,2026-03-27 03:04:13,SU0015_175
E000268,U0015,F016,login,2026-06-18 23:31:29,SU0015_258
E000269,U0015,F016,login,2025-12-30 01:25:30,SU0015_88
E000270,U0015,F016,login,2026-02-06 15:56:17,SU0015_126
E000271,U0015,F016,upload_workpaper,2026-05-15 19:04:50,SU0015_224
E000272,U0015,F016,invite_teammate,2026-06-27 22:12:08,SU0015_267
E000273,U0016,F009,invite_teammate,2025-05-31 14:06:19,SU0016_18
E000274,U0016,F009,login,2025-06-08 12:19:10,SU0016_26
E000275,U0016,F009,export_report,2025-06-25 21:46:06,SU0016_43
E000276,U0016,F009,invite_teammate,2025-05-16 22:58:11,SU0016_3
E000277,U0016,F009,review_workpaper,2025-06-23 12:11:03,SU0016_41
E000278,U0016,F009,review_workpaper,2025-05-17 12:00:13,SU0016_4
E000279,U0016,F009,open_engagement,2025-05-19 20:18:53,SU0016_6
E000280,U0016,F009,invite_teammate,2025-06-25 14:04:27,SU0016_43
E000281,U0016,F009,export_report,2025-05-31 09:10:29,SU0016_18
E000282,U0016,F009,upload_workpaper,2025-06-28 23:54:17,SU0016_46
E000283,U0016,F009,login,2025-06-20 05:28:29,SU0016_38
E000284,U0016,F009,open_engagement,2025-06-03 02:58:02,SU0016_21
E000285,U0016,F009,review_workpaper,2025-06-19 05:08:57,SU0016_37
E000286,U0016,F009,upload_workpaper,2025-06-04 11:17:42,SU0016_22
E000287,U0016,F009,upload_workpaper,2025-06-23 14:16:14,SU0016_41
E000288,U0016,F009,login,2025-05-21 21:39:53,SU0016_8
E000289,U0016,F009,invite_teammate,2025-06-27 03:05:04,SU0016_45
E000290,U0016,F009,review_workpaper,2025-06-01 20:20:59,SU0016_19
E000291,U0016,F009,export_report,2025-06-06 23:25:43,SU0016_24
E000292,U0016,F009,upload_workpaper,2025-07-02 11:57:34,SU0016_50
E000293,U0017,F018,invite_teammate,2026-04-30 19:09:55,SU0017_171
E000294,U0017,F018,review_workpaper,2025-12-03 23:31:15,SU0017_23
E000295,U0017,F018,invite_teammate,2026-04-30 15:24:56,SU0017_171
E000296,U0017,F018,upload_workpaper,2026-03-20 13:10:25,SU0017_130
E000297,U0017,F018,export_report,2025-11-14 13:12:06,SU0017_4
E000298,U0017,F018,export_report,2026-01-28 06:33:47,SU0017_79
E000299,U0017,F018,export_report,2026-01-03 12:26:31,SU0017_54
E000300,U0017,F018,upload_workpaper,2026-05-25 17:42:16,SU0017_196
E000301,U0017,F018,upload_workpaper,2025-12-29 08:14:53,SU0017_49
E000302,U0017,F018,invite_teammate,2025-12-15 05:38:28,SU0017_35
E000303,U0017,F018,open_engagement,2025-11-29 10:46:10,SU0017_19
E000304,U0017,F018,invite_teammate,2026-06-14 03:40:56,SU0017_216
E000305,U0017,F018,review_workpaper,2026-03-19 19:39:08,SU0017_129
E000306,U0017,F018,login,2026-06-11 19:10:13,SU0017_213
E000307,U0017,F018,export_report,2025-11-19 12:15:40,SU0017_9
E000308,U0017,F018,open_engagement,2026-06-22 22:30:06,SU0017_224
E000309,U0017,F018,login,2025-12-13 21:44:42,SU0017_33
E000310,U0017,F018,open_engagement,2026-02-14 05:36:58,SU0017_96
E000311,U0017,F018,invite_teammate,2025-12-21 06:35:03,SU0017_41
E000312,U0017,F018,upload_workpaper,2026-06-10 22:44:45,SU0017_212
E000313,U0017,F018,export_report,2026-06-05 06:01:37,SU0017_207
E000314,U0017,F018,invite_teammate,2026-05-13 15:56:06,SU0017_184
E000315,U0017,F018,login,2025-11-21 14:57:32,SU0017_11
E000316,U0017,F018,login,2026-02-11 08:38:53,SU0017_93
E000317,U0017,F018,login,2026-03-03 22:13:51,SU0017_113
E000318,U0017,F018,login,2026-01-21 16:20:41,SU0017_72
E000319,U0017,F018,login,2026-01-08 19:26:33,SU0017_59
E000320,U0017,F018,open_engagement,2026-01-10 11:16:02,SU0017_61
E000321,U0017,F018,invite_teammate,2026-06-05 17:04:34,SU0017_207
E000322,U0017,F018,export_report,2026-06-29 07:03:50,SU0017_231
E000323,U0017,F018,upload_workpaper,2026-02-12 20:46:06,SU0017_94
E000324,U0017,F018,upload_workpaper,2026-03-02 16:48:33,SU0017_112
E000325,U0017,F018,invite_teammate,2026-05-25 10:15:32,SU0017_196
E000326,U0017,F018,invite_teammate,2026-05-28 13:54:12,SU0017_199
E000327,U0017,F018,upload_workpaper,2026-03-18 19:12:15,SU0017_128
E000328,U0017,F018,upload_workpaper,2026-02-25 05:54:01,SU0017_107
E000329,U0017,F018,open_engagement,2026-06-07 07:16:14,SU0017_209
E000330,U0017,F018,review_workpaper,2026-06-03 22:00:54,SU0017_205
E000331,U0017,F018,export_report,2025-12-15 09:06:08,SU0017_35
E000332,U0017,F018,login,2025-11-23 23:20:40,SU0017_13
E000333,U0017,F018,review_workpaper,2026-03-13 13:30:55,SU0017_123
E000334,U0017,F018,invite_teammate,2026-03-31 03:44:06,SU0017_141
E000335,U0017,F018,upload_workpaper,2026-05-11 18:47:01,SU0017_182
E000336,U0017,F018,review_workpaper,2026-06-15 04:32:21,SU0017_217
E000337,U0017,F018,export_report,2026-01-21 03:03:13,SU0017_72
E000338,U0017,F018,invite_teammate,2026-05-24 05:50:12,SU0017_195
E000339,U0017,F018,login,2026-01-18 16:21:33,SU0017_69
E000340,U0017,F018,login,2026-06-29 18:41:26,SU0017_231
E000341,U0017,F018,export_report,2025-12-17 15:55:40,SU0017_37
E000342,U0017,F018,export_report,2025-12-03 08:05:02,SU0017_23
E000343,U0017,F018,upload_workpaper,2026-06-07 16:25:30,SU0017_209
E000344,U0017,F018,login,2026-06-24 12:43:40,SU0017_226
E000345,U0017,F018,invite_teammate,2025-11-16 15:06:21,SU0017_6
E000346,U0017,F018,review_workpaper,2025-11-23 14:26:04,SU0017_13
E000347,U0017,F018,invite_teammate,2026-03-18 13:36:55,SU0017_128
E000348,U0017,F018,open_engagement,2026-01-09 14:03:35,SU0017_60
E000349,U0017,F018,open_engagement,2025-11-30 13:39:00,SU0017_20
E000350,U0017,F018,export_report,2026-01-06 01:01:34,SU0017_57
E000351,U0017,F018,upload_workpaper,2026-01-30 03:36:27,SU0017_81
E000352,U0017,F018,open_engagement,2026-06-12 23:39:51,SU0017_214
E000353,U0018,F019,invite_teammate,2025-10-23 01:23:40,SU0018_4
E000354,U0018,F019,export_report,2025-10-28 17:12:05,SU0018_9
E000355,U0018,F019,review_workpaper,2025-11-10 05:03:11,SU0018_22
E000356,U0018,F019,export_report,2025-11-12 17:04:47,SU0018_24
E000357,U0018,F019,review_workpaper,2025-11-02 22:24:14,SU0018_14
E000358,U0019,F005,export_report,2026-03-11 09:19:04,SU0019_0
E000359,U0019,F005,export_report,2026-03-17 05:26:37,SU0019_6
E000360,U0019,F005,export_report,2026-03-28 22:10:07,SU0019_17
E000361,U0019,F005,review_workpaper,2026-03-27 15:24:36,SU0019_16
E000362,U0019,F005,review_workpaper,2026-03-14 10:29:22,SU0019_3
E000363,U0019,F005,export_report,2026-03-18 10:57:52,SU0019_7
E000364,U0019,F005,open_engagement,2026-03-14 01:44:18,SU0019_3
E000365,U0019,F005,upload_workpaper,2026-03-18 15:17:07,SU0019_7
E000366,U0019,F005,upload_workpaper,2026-03-31 22:40:33,SU0019_20
E000367,U0019,F005,upload_workpaper,2026-03-25 02:17:12,SU0019_14
E000368,U0019,F005,review_workpaper,2026-03-14 18:11:53,SU0019_3
E000369,U0019,F005,review_workpaper,2026-03-30 19:31:01,SU0019_19
E000370,U0019,F005,open_engagement,2026-03-11 23:00:31,SU0019_0
E000371,U0019,F005,upload_workpaper,2026-03-27 20:56:12,SU0019_16
E000372,U0019,F005,upload_workpaper,2026-03-18 05:13:38,SU0019_7
E000373,U0019,F005,export_report,2026-03-20 15:37:41,SU0019_9
E000374,U0019,F005,review_workpaper,2026-03-11 22:23:04,SU0019_0
E000375,U0019,F005,upload_workpaper,2026-03-22 08:45:31,SU0019_11
E000376,U0019,F005,invite_teammate,2026-03-29 15:10:00,SU0019_18
E000377,U0019,F005,open_engagement,2026-03-16 03:07:01,SU0019_5
E000378,U0020,F002,invite_teammate,2025-05-03 19:09:11,SU0020_4
E000379,U0020,F002,open_engagement,2025-06-02 18:28:16,SU0020_34
E000380,U0020,F002,invite_teammate,2025-06-18 18:28:55,SU0020_50
